,ds,y
1443,2018:01:02 18:15:54,9.7
1444,2018:01:02 18:17:58,9.6
1445,2018:01:02 18:20:02,9.7
1446,2018:01:02 18:34:28,10.1
1447,2018:01:02 18:44:46,10.2
1448,2018:01:02 19:01:16,10.3
1449,2018:01:02 19:03:21,10.2
1450,2018:01:02 19:07:28,10.3
1451,2018:01:02 19:23:59,10.4
1452,2018:01:02 19:34:19,10.2
1453,2018:01:02 19:40:30,10.3
1454,2018:01:02 19:48:46,10.4
1455,2018:01:02 19:59:00,10.5
1456,2018:01:02 20:09:19,10.6
1457,2018:01:02 20:21:40,10.7
1458,2018:01:02 20:34:02,10.4
1459,2018:01:02 20:40:13,10.5
1460,2018:01:02 20:48:28,10.6
1461,2018:01:02 20:56:42,10.7
1462,2018:01:02 21:04:58,10.8
1463,2018:01:02 21:15:19,10.9
1464,2018:01:02 21:23:33,11.0
1465,2018:01:02 21:25:37,11.0
1466,2018:01:02 21:27:41,11.0
1467,2018:01:02 21:29:44,11.1
1468,2018:01:02 21:35:55,10.6
1469,2018:01:02 21:40:03,10.7
1470,2018:01:02 21:46:14,10.8
1471,2018:01:02 21:54:26,10.9
1472,2018:01:02 22:00:38,11.0
1473,2018:01:02 22:06:49,11.1
1474,2018:01:02 22:15:03,11.2
1475,2018:01:02 22:21:15,11.3
1476,2018:01:02 22:29:29,11.4
1477,2018:01:02 22:35:41,11.5
1478,2018:01:02 22:39:49,11.6
1479,2018:01:02 22:43:56,11.7
1480,2018:01:02 22:52:11,11.8
1481,2018:01:02 23:00:25,11.9
1482,2018:01:03 00:04:17,11.8
1483,2018:01:03 00:10:29,11.7
1484,2018:01:03 00:16:40,11.6
1485,2018:01:03 00:20:47,11.5
1486,2018:01:03 00:26:58,11.4
1487,2018:01:03 00:33:10,11.3
1488,2018:01:03 00:35:14,10.2
1489,2018:01:03 00:37:18,10.1
1490,2018:01:03 00:43:29,10.0
1491,2018:01:03 00:49:41,9.9
1492,2018:01:03 00:55:52,9.8
1493,2018:01:03 01:02:04,9.7
1494,2018:01:03 01:06:09,9.6
1495,2018:01:03 01:10:15,9.5
1496,2018:01:03 01:14:21,9.4
1497,2018:01:03 01:18:27,9.3
1498,2018:01:03 01:24:37,9.2
1499,2018:01:03 01:28:45,9.1
1500,2018:01:03 01:32:52,9.0
1501,2018:01:03 01:34:56,8.8
1502,2018:01:03 01:36:59,8.7
1503,2018:01:03 01:41:07,8.6
1504,2018:01:03 01:45:14,8.5
1505,2018:01:03 01:49:22,8.4
1506,2018:01:03 01:55:33,8.2
1507,2018:01:03 01:53:29,8.3
1508,2018:01:03 01:59:40,8.1
1509,2018:01:03 02:05:52,8.0
1510,2018:01:03 02:10:00,7.9
1511,2018:01:03 02:14:08,7.8
1512,2018:01:03 02:20:20,7.7
1513,2018:01:03 02:24:27,7.6
1514,2018:01:03 02:28:34,7.5
1515,2018:01:03 02:32:41,8.6
1516,2018:01:03 02:36:49,8.5
1517,2018:01:03 02:40:56,8.4
1518,2018:01:03 02:45:04,8.3
1519,2018:01:03 02:47:08,8.2
1520,2018:01:03 02:51:16,8.1
1521,2018:01:03 02:55:24,8.0
1522,2018:01:03 02:59:32,7.9
1523,2018:01:03 03:03:40,7.8
1524,2018:01:03 03:11:55,7.7
1525,2018:01:03 03:18:06,7.6
1526,2018:01:03 03:24:15,7.5
1527,2018:01:03 03:30:26,7.4
1528,2018:01:03 03:34:34,8.4
1529,2018:01:03 03:36:37,8.3
1530,2018:01:03 03:42:49,8.2
1531,2018:01:03 03:51:04,8.1
1532,2018:01:03 03:57:16,8.0
1533,2018:01:03 04:01:23,7.9
1534,2018:01:03 04:07:35,7.8
1535,2018:01:03 04:11:41,7.7
1536,2018:01:03 04:17:51,7.6
1537,2018:01:03 04:21:57,7.5
1538,2018:01:03 04:28:09,7.4
1539,2018:01:03 04:32:17,7.3
1540,2018:01:03 04:36:25,7.6
1541,2018:01:03 04:40:33,7.5
1542,2018:01:03 04:46:44,7.4
1543,2018:01:03 04:52:56,7.3
1544,2018:01:03 05:01:10,7.2
1545,2018:01:03 05:07:21,7.1
1546,2018:01:03 05:15:36,7.0
1547,2018:01:03 05:21:48,6.9
1548,2018:01:03 05:28:00,6.8
1549,2018:01:03 05:36:12,7.0
1550,2018:01:03 05:34:08,7.1
1551,2018:01:03 05:44:27,6.9
1552,2018:01:03 05:52:42,6.8
1553,2018:01:03 06:00:57,6.7
1554,2018:01:03 06:09:12,6.6
1555,2018:01:03 06:17:27,6.5
1556,2018:01:03 06:23:39,6.4
1557,2018:01:03 06:33:59,6.3
1558,2018:01:03 06:36:03,7.4
1559,2018:01:03 06:40:11,7.3
1560,2018:01:03 06:52:32,7.2
1561,2018:01:03 07:04:54,7.1
1562,2018:01:03 07:15:12,7.0
1563,2018:01:03 07:27:34,6.9
1564,2018:01:03 07:33:46,7.4
1565,2018:01:03 08:12:58,7.3
1566,2018:01:03 08:27:25,7.2
1567,2018:01:03 08:33:37,7.8
1568,2018:01:03 08:58:21,7.7
1569,2018:01:03 09:04:32,8.3
1570,2018:01:03 09:06:36,7.8
1571,2018:01:03 09:33:27,8.1
1572,2018:01:03 09:43:47,8.0
1573,2018:01:03 09:56:11,8.0
1574,2018:01:03 10:00:19,8.0
1575,2018:01:03 10:33:18,8.1
1576,2018:01:03 10:37:24,8.7
1577,2018:01:03 10:53:53,8.8
1578,2018:01:03 11:37:13,9.5
1579,2018:01:03 11:47:31,9.6
1580,2018:01:03 12:16:22,9.5
1581,2018:01:03 12:22:33,9.4
1582,2018:01:03 12:34:56,9.8
1583,2018:01:03 12:45:14,9.9
1584,2018:01:03 13:03:49,9.8
1585,2018:01:03 13:16:12,9.7
1586,2018:01:03 13:28:35,9.6
1587,2018:01:03 13:36:51,10.1
1588,2018:01:03 13:43:03,10.0
1589,2018:01:03 13:59:30,10.0
1590,2018:01:03 14:01:34,10.0
1591,2018:01:03 14:05:41,9.9
1592,2018:01:03 14:16:00,9.8
1593,2018:01:03 14:24:14,9.7
1594,2018:01:03 14:34:30,9.9
1595,2018:01:03 15:03:24,9.8
1596,2018:01:03 15:07:32,9.7
1597,2018:01:03 15:15:46,9.6
1598,2018:01:03 15:24:01,9.5
1599,2018:01:03 15:32:15,9.4
1600,2018:01:03 16:01:09,9.3
1601,2018:01:03 16:09:24,9.2
1602,2018:01:03 16:17:38,9.1
1603,2018:01:03 16:25:54,9.0
1604,2018:01:03 16:34:08,8.9
1605,2018:01:03 16:42:22,8.7
1606,2018:01:03 16:56:48,8.6
1607,2018:01:03 17:09:09,8.5
1608,2018:01:03 17:17:23,8.4
1609,2018:01:03 17:27:42,8.3
1610,2018:01:03 17:33:54,8.4
1611,2018:01:03 17:38:02,8.0
1612,2018:01:03 17:35:58,8.3
1613,2018:01:03 17:40:05,8.2
1614,2018:01:03 17:46:17,8.1
1615,2018:01:03 17:54:31,8.0
1616,2018:01:03 18:00:42,8.0
1617,2018:01:03 17:58:39,8.0
1618,2018:01:03 18:04:49,7.9
1619,2018:01:03 18:10:58,7.8
1620,2018:01:03 18:19:14,7.7
1621,2018:01:03 18:27:28,7.6
1622,2018:01:03 18:33:39,8.4
1623,2018:01:03 18:35:43,8.3
1624,2018:01:03 18:43:58,8.2
1625,2018:01:03 18:46:01,8.3
1626,2018:01:03 18:48:04,8.2
1627,2018:01:03 18:58:22,8.1
1628,2018:01:03 19:06:37,8.0
1629,2018:01:03 19:12:48,7.9
1630,2018:01:03 19:18:57,7.8
1631,2018:01:03 19:27:11,7.7
1632,2018:01:03 19:33:23,8.3
1633,2018:01:03 19:37:29,8.2
1634,2018:01:03 19:47:47,8.1
1635,2018:01:03 19:58:06,8.0
1636,2018:01:03 20:02:58,8.0
1637,2018:01:03 20:05:01,7.9
1638,2018:01:03 20:11:13,7.8
1639,2018:01:03 20:17:24,7.7
1640,2018:01:03 20:23:34,7.6
1641,2018:01:03 20:29:44,7.5
1642,2018:01:03 20:35:53,7.9
1643,2018:01:03 20:44:09,7.8
1644,2018:01:03 20:54:29,7.7
1645,2018:01:03 21:04:45,7.6
1646,2018:01:03 21:10:55,7.5
1647,2018:01:03 21:17:07,7.4
1648,2018:01:03 21:23:18,7.3
1649,2018:01:03 21:29:28,7.2
1650,2018:01:03 21:33:35,7.6
1651,2018:01:03 21:43:54,7.5
1652,2018:01:03 21:56:17,7.4
1653,2018:01:03 22:04:32,7.3
1654,2018:01:03 22:12:47,7.2
1655,2018:01:03 22:18:59,7.1
1656,2018:01:03 22:25:10,7.0
1657,2018:01:03 22:33:23,7.4
1658,2018:01:03 22:45:45,7.3
1659,2018:01:03 22:58:07,7.2
1660,2018:01:03 23:08:24,7.1
1661,2018:01:03 23:16:40,7.0
1662,2018:01:03 23:24:55,6.9
1663,2018:01:03 23:33:09,6.8
1664,2018:01:03 23:35:13,7.3
1665,2018:01:03 23:47:32,7.1
1666,2018:01:03 23:49:35,7.0
1667,2018:01:03 23:59:54,6.9
1668,2018:01:04 00:08:07,6.8
1669,2018:01:04 00:18:26,6.7
1670,2018:01:04 00:26:42,6.6
1671,2018:01:04 00:32:51,6.5
1672,2018:01:04 00:34:55,7.1
1673,2018:01:04 00:39:03,7.0
1674,2018:01:04 00:55:33,6.9
1675,2018:01:04 01:05:51,6.8
1676,2018:01:04 01:12:02,6.7
1677,2018:01:04 01:20:16,6.6
1678,2018:01:04 01:26:27,6.5
1679,2018:01:04 01:32:37,6.4
1680,2018:01:04 01:34:41,6.6
1681,2018:01:04 01:40:50,6.5
1682,2018:01:04 01:55:18,6.4
1683,2018:01:04 02:05:35,6.3
1684,2018:01:04 02:07:39,6.5
1685,2018:01:04 02:11:47,6.4
1686,2018:01:04 02:28:19,6.3
1687,2018:01:04 02:32:26,6.7
1688,2018:01:04 02:53:00,6.6
1689,2018:01:04 03:15:37,6.5
1690,2018:01:04 03:32:08,6.4
1691,2018:01:04 03:36:13,5.6
1692,2018:01:04 03:54:46,5.7
1693,2018:01:04 04:19:32,5.8
1694,2018:01:04 04:38:06,6.6
1695,2018:01:04 05:08:58,6.7
1696,2018:01:04 05:37:48,6.2
1697,2018:01:04 05:41:57,6.3
1698,2018:01:04 05:52:13,6.3
1699,2018:01:04 05:50:09,6.9
1700,2018:01:04 05:54:17,6.4
1701,2018:01:04 06:02:32,6.5
1702,2018:01:04 06:08:42,6.6
1703,2018:01:04 06:14:53,6.7
1704,2018:01:04 06:21:04,7.5
1705,2018:01:04 06:23:09,6.8
1706,2018:01:04 06:25:10,7.5
1707,2018:01:04 06:27:14,7.6
1708,2018:01:04 06:29:16,6.9
1709,2018:01:04 06:31:20,7.6
1710,2018:01:04 06:33:23,6.9
1711,2018:01:04 06:35:26,7.0
1712,2018:01:04 06:39:34,7.0
1713,2018:01:04 06:41:38,7.1
1714,2018:01:04 06:45:45,7.2
1715,2018:01:04 06:51:57,7.3
1716,2018:01:04 06:56:05,7.4
1717,2018:01:04 07:02:15,7.5
1718,2018:01:04 07:04:19,7.6
1719,2018:01:04 07:08:15,7.7
1720,2018:01:04 07:12:23,7.8
1721,2018:01:04 07:16:30,7.9
1722,2018:01:04 07:18:34,8.0
1723,2018:01:04 07:22:41,8.1
1724,2018:01:04 07:26:49,8.2
1725,2018:01:04 07:30:57,8.3
1726,2018:01:04 07:33:01,8.4
1727,2018:01:04 07:35:04,7.5
1728,2018:01:04 07:37:08,7.6
1729,2018:01:04 07:41:15,7.7
1730,2018:01:04 07:43:19,7.8
1731,2018:01:04 07:47:27,7.9
1732,2018:01:04 07:51:34,8.0
1733,2018:01:04 07:55:41,8.1
1734,2018:01:04 07:57:45,8.2
1735,2018:01:04 08:01:53,8.3
1736,2018:01:04 08:06:01,8.4
1737,2018:01:04 08:10:09,8.5
1738,2018:01:04 08:12:13,8.6
1739,2018:01:04 08:16:20,8.7
1740,2018:01:04 08:20:27,8.8
1741,2018:01:04 08:24:34,8.9
1742,2018:01:04 08:26:38,9.0
1743,2018:01:04 08:30:45,9.1
1744,2018:01:04 08:32:49,8.2
1745,2018:01:04 08:39:00,8.3
1746,2018:01:04 08:41:04,8.4
1747,2018:01:04 08:45:12,8.5
1748,2018:01:04 08:49:20,8.6
1749,2018:01:04 08:53:28,8.7
1750,2018:01:04 08:57:36,8.8
1751,2018:01:04 09:01:44,8.9
1752,2018:01:04 09:07:55,9.0
1753,2018:01:04 09:12:03,9.1
1754,2018:01:04 09:16:11,9.2
1755,2018:01:04 09:22:22,9.3
1756,2018:01:04 09:26:30,9.4
1757,2018:01:04 09:32:42,9.5
1758,2018:01:04 09:34:46,9.4
1759,2018:01:04 09:40:58,9.5
1760,2018:01:04 09:49:14,9.6
1761,2018:01:04 09:57:29,9.7
1762,2018:01:04 10:05:44,9.8
1763,2018:01:04 10:13:58,9.9
1764,2018:01:04 10:22:14,10.0
1765,2018:01:04 10:30:30,10.1
1766,2018:01:04 10:34:37,10.5
1767,2018:01:04 10:42:52,10.6
1768,2018:01:04 11:13:52,10.7
1769,2018:01:04 11:34:28,11.1
1770,2018:01:04 11:46:52,11.0
1771,2018:01:04 11:51:00,11.4
1772,2018:01:04 11:53:03,11.3
1773,2018:01:04 12:09:33,11.2
1774,2018:01:04 12:30:11,11.1
1775,2018:01:04 12:34:18,11.7
1776,2018:01:04 12:42:33,11.8
1777,2018:01:04 12:44:37,11.7
1778,2018:01:04 12:46:41,11.6
1779,2018:01:04 13:01:06,11.5
1780,2018:01:04 13:07:17,11.4
1781,2018:01:04 13:15:32,11.3
1782,2018:01:04 13:21:43,11.2
1783,2018:01:04 13:29:58,11.1
1784,2018:01:04 13:34:06,11.5
1785,2018:01:04 13:40:17,11.4
1786,2018:01:04 13:44:25,11.5
1787,2018:01:04 13:46:29,11.4
1788,2018:01:04 13:54:45,11.3
1789,2018:01:04 14:03:01,11.2
1790,2018:01:04 14:09:13,11.1
1791,2018:01:04 14:13:21,11.0
1792,2018:01:04 14:17:28,10.9
1793,2018:01:04 14:23:40,10.8
1794,2018:01:04 14:29:52,10.7
1795,2018:01:04 14:33:59,10.8
1796,2018:01:04 14:36:03,10.7
1797,2018:01:04 14:44:19,10.6
1798,2018:01:04 14:50:31,10.5
1799,2018:01:04 14:56:42,10.4
1800,2018:01:04 15:02:53,10.3
1801,2018:01:04 15:07:00,10.2
1802,2018:01:04 15:09:04,10.1
1803,2018:01:04 15:13:11,10.0
1804,2018:01:04 15:17:18,9.9
1805,2018:01:04 15:21:24,9.8
1806,2018:01:04 15:25:32,9.7
1807,2018:01:04 15:29:39,9.6
1808,2018:01:04 15:31:43,9.5
1809,2018:01:04 15:35:50,9.4
1810,2018:01:04 15:37:54,9.3
1811,2018:01:04 15:42:02,9.2
1812,2018:01:04 15:48:12,9.1
1813,2018:01:04 15:52:20,9.0
1814,2018:01:04 15:56:28,8.9
1815,2018:01:04 16:00:36,8.8
1816,2018:01:04 16:04:44,8.7
1817,2018:01:04 16:08:52,8.6
1818,2018:01:04 16:13:00,8.5
1819,2018:01:04 16:15:04,8.4
1820,2018:01:04 16:19:12,8.3
1821,2018:01:04 16:23:20,8.2
1822,2018:01:04 16:27:27,8.1
1823,2018:01:04 16:31:35,8.0
1824,2018:01:04 16:33:39,7.9
1825,2018:01:04 16:37:47,8.4
1826,2018:01:04 16:39:51,8.3
1827,2018:01:04 16:43:59,8.2
1828,2018:01:04 16:48:05,8.1
1829,2018:01:04 16:52:13,8.0
1830,2018:01:04 16:56:20,7.9
1831,2018:01:04 17:00:27,7.8
1832,2018:01:04 17:04:34,7.7
1833,2018:01:04 17:06:38,7.6
1834,2018:01:04 17:10:46,7.5
1835,2018:01:04 17:14:53,7.4
1836,2018:01:04 17:16:57,7.3
1837,2018:01:04 17:21:05,7.2
1838,2018:01:04 17:25:13,7.1
1839,2018:01:04 17:27:17,7.0
1840,2018:01:04 17:31:23,6.9
1841,2018:01:04 17:35:31,7.5
1842,2018:01:04 17:39:39,7.4
1843,2018:01:04 17:43:47,7.7
1844,2018:01:04 17:47:53,7.6
1845,2018:01:04 17:52:00,7.5
1846,2018:01:04 17:58:12,7.4
1847,2018:01:04 18:04:23,7.3
1848,2018:01:04 18:08:31,7.2
1849,2018:01:04 18:14:42,7.1
1850,2018:01:04 18:18:49,7.0
1851,2018:01:04 18:25:00,6.9
1852,2018:01:04 18:29:08,6.8
1853,2018:01:04 18:33:16,7.3
1854,2018:01:04 18:39:28,7.2
1855,2018:01:04 18:47:44,7.1
1856,2018:01:04 18:51:51,7.0
1857,2018:01:04 19:00:06,6.9
1858,2018:01:04 19:04:14,6.8
1859,2018:01:04 19:12:30,6.7
1860,2018:01:04 19:18:41,6.6
1861,2018:01:04 19:22:49,6.5
1862,2018:01:04 19:31:05,6.4
1863,2018:01:04 19:33:09,6.9
1864,2018:01:04 19:37:16,6.8
1865,2018:01:04 19:47:36,6.7
1866,2018:01:04 19:55:51,6.6
1867,2018:01:04 20:04:07,6.5
1868,2018:01:04 20:12:22,6.4
1869,2018:01:04 20:18:34,6.3
1870,2018:01:04 20:26:50,6.2
1871,2018:01:04 20:33:00,7.0
1872,2018:01:04 20:41:15,6.9
1873,2018:01:04 20:51:35,6.8
1874,2018:01:04 21:03:57,7.2
1875,2018:01:04 21:36:59,6.3
1876,2018:01:04 21:43:10,6.4
1877,2018:01:04 21:51:26,6.5
1878,2018:01:04 21:57:38,6.4
1879,2018:01:04 21:59:42,6.5
1880,2018:01:04 22:05:54,6.6
1881,2018:01:04 22:16:11,6.7
1882,2018:01:04 22:26:31,6.8
1883,2018:01:04 22:34:46,7.3
1884,2018:01:04 22:43:01,7.4
1885,2018:01:04 22:55:25,7.5
1886,2018:01:04 23:14:00,7.6
1887,2018:01:04 23:34:38,6.7
1888,2018:01:04 23:36:42,6.8
1889,2018:01:04 23:49:06,6.9
1890,2018:01:04 23:57:20,7.0
1891,2018:01:05 00:20:02,7.0
1892,2018:01:05 00:24:09,7.0
1893,2018:01:05 00:32:25,6.0
1894,2018:01:05 00:34:29,5.9
1895,2018:01:05 00:38:37,6.0
1896,2018:01:05 00:40:41,6.0
1897,2018:01:05 00:42:45,6.0
1898,2018:01:05 00:44:48,5.9
1899,2018:01:05 01:01:18,6.0
1900,2018:01:05 01:17:48,6.0
1901,2018:01:05 01:19:51,6.0
1902,2018:01:05 01:34:16,5.7
1903,2018:01:05 02:09:23,5.8
1904,2018:01:05 02:11:27,5.5
1905,2018:01:05 02:32:07,5.7
1906,2018:01:05 02:38:19,5.6
1907,2018:01:05 03:19:36,5.7
1908,2018:01:05 03:36:04,6.1
1909,2018:01:05 04:23:30,6.2
1910,2018:01:05 05:27:32,6.0
1911,2018:01:05 05:37:51,6.0
1912,2018:01:05 05:41:58,6.0
1913,2018:01:05 06:04:39,5.9
1914,2018:01:05 06:14:59,5.8
1915,2018:01:05 06:21:11,5.5
1916,2018:01:05 06:23:15,5.8
1917,2018:01:05 06:25:19,5.7
1918,2018:01:05 06:31:30,5.4
1919,2018:01:05 06:33:34,5.8
1920,2018:01:05 06:35:38,5.7
1921,2018:01:05 06:45:56,5.6
1922,2018:01:05 06:48:00,5.7
1923,2018:01:05 06:52:07,5.6
1924,2018:01:05 07:04:29,5.5
1925,2018:01:05 07:14:47,5.4
1926,2018:01:05 07:25:06,5.3
1927,2018:01:05 07:33:21,5.7
1928,2018:01:05 07:45:44,5.6
1929,2018:01:05 08:00:09,5.5
1930,2018:01:05 08:26:59,5.4
1931,2018:01:05 08:35:12,6.5
1932,2018:01:05 09:37:06,7.1
1933,2018:01:05 10:01:50,7.2
1934,2018:01:05 10:14:13,7.3
1935,2018:01:05 10:26:37,7.4
1936,2018:01:05 10:41:04,7.3
1937,2018:01:05 10:34:52,7.2
1938,2018:01:05 10:47:16,7.4
1939,2018:01:05 10:53:27,7.5
1940,2018:01:05 11:01:42,7.6
1941,2018:01:05 11:22:21,7.8
1942,2018:01:05 11:12:02,7.7
1943,2018:01:05 11:32:41,7.9
1944,2018:01:05 11:38:52,8.0
1945,2018:01:05 11:47:08,8.1
1946,2018:01:05 11:55:23,8.2
1947,2018:01:05 12:20:08,8.3
1948,2018:01:05 12:22:12,8.2
1949,2018:01:05 12:24:16,8.3
1950,2018:01:05 12:34:36,8.2
1951,2018:01:05 12:53:08,8.3
1952,2018:01:05 13:11:42,8.2
1953,2018:01:05 13:32:19,8.3
1954,2018:01:05 13:42:38,8.4
1955,2018:01:05 13:44:42,8.3
1956,2018:01:05 14:03:17,8.2
1957,2018:01:05 14:19:49,8.1
1958,2018:01:05 14:32:44,7.8
1959,2018:01:05 14:43:02,7.7
1960,2018:01:05 15:03:40,7.7
1961,2018:01:05 15:01:36,7.6
1962,2018:01:05 15:07:48,7.6
1963,2018:01:05 15:18:08,7.5
1964,2018:01:05 15:30:32,7.4
1965,2018:01:05 16:09:43,7.1
1966,2018:01:05 15:42:55,7.3
1967,2018:01:05 15:57:21,7.2
1968,2018:01:05 16:17:59,7.0
1969,2018:01:05 16:26:14,6.9
1970,2018:01:05 16:36:33,6.4
1971,2018:01:05 16:38:37,6.3
1972,2018:01:05 16:48:55,6.2
1973,2018:01:05 16:59:14,6.1
1974,2018:01:05 17:13:42,6.0
1975,2018:01:05 17:28:08,5.9
1976,2018:01:05 17:34:20,5.6
1977,2018:01:05 17:32:16,6.1
1978,2018:01:05 17:36:24,5.5
1979,2018:01:05 17:54:56,5.4
1980,2018:01:05 18:21:46,5.3
1981,2018:01:05 18:36:12,4.6
1982,2018:01:05 18:58:54,4.5
1983,2018:01:05 19:17:27,4.6
1984,2018:01:05 19:36:03,4.0
1985,2018:01:05 19:46:21,4.0
1986,2018:01:05 19:48:25,4.0
1987,2018:01:05 20:31:46,4.0
1988,2018:01:05 20:35:54,3.2
1989,2018:01:05 20:44:09,3.1
1990,2018:01:05 21:15:06,3.2
1991,2018:01:05 21:35:44,2.8
1992,2018:01:05 21:48:08,2.7
1993,2018:01:05 22:23:16,2.8
1994,2018:01:05 22:35:39,2.6
1995,2018:01:05 22:50:04,2.5
1996,2018:01:05 23:39:32,2.4
1997,2018:01:06 00:20:50,2.3
1998,2018:01:06 00:35:17,2.5
1999,2018:01:06 00:43:33,2.4
2000,2018:01:06 01:02:39,2.3
2001,2018:01:06 01:25:22,2.2
2002,2018:01:06 01:35:41,2.9
2003,2018:01:06 01:50:09,2.8
2004,2018:01:06 02:02:31,2.7
2005,2018:01:06 02:06:39,3.0
2006,2018:01:06 02:14:55,2.9
2007,2018:01:06 02:33:30,2.8
2008,2018:01:06 02:35:34,3.0
2009,2018:01:06 02:58:16,2.9
2010,2018:01:06 03:14:45,2.8
2011,2018:01:06 03:29:12,2.7
2012,2018:01:06 03:35:24,3.0
2013,2018:01:06 03:45:44,2.9
2014,2018:01:06 04:02:13,2.8
2015,2018:01:06 04:10:27,2.7
2016,2018:01:06 04:18:43,2.6
2017,2018:01:06 04:29:01,2.5
2018,2018:01:06 04:35:12,2.4
2019,2018:01:06 04:45:32,2.3
2020,2018:01:06 04:57:55,2.2
2021,2018:01:06 05:10:17,2.1
2022,2018:01:06 05:22:40,2.0
2023,2018:01:06 05:32:59,2.5
2024,2018:01:06 05:39:11,2.6
2025,2018:01:06 05:59:48,2.7
2026,2018:01:06 06:01:52,2.6
2027,2018:01:06 06:18:23,2.5
2028,2018:01:06 06:20:27,2.6
2029,2018:01:06 06:27:43,2.6
2030,2018:01:06 06:31:50,2.3
2031,2018:01:06 06:33:54,2.6
2032,2018:01:06 06:35:58,1.9
2033,2018:01:06 06:52:30,2.1
2034,2018:01:06 06:54:34,1.9
2035,2018:01:06 08:21:17,2.0
2036,2018:01:06 08:35:45,1.8
2037,2018:01:06 08:56:21,1.9
2038,2018:01:06 09:10:49,2.0
2039,2018:01:06 09:21:08,2.1
2040,2018:01:06 09:33:32,2.2
2041,2018:01:06 09:35:36,2.0
2042,2018:01:06 09:43:51,2.1
2043,2018:01:06 09:54:10,2.2
2044,2018:01:06 10:10:39,2.4
2045,2018:01:06 10:04:28,2.3
2046,2018:01:06 10:16:51,2.5
2047,2018:01:06 10:23:03,2.6
2048,2018:01:06 10:31:19,2.7
2049,2018:01:06 10:35:26,2.5
2050,2018:01:06 10:37:29,2.6
2051,2018:01:06 10:43:41,2.7
2052,2018:01:06 10:49:53,2.8
2053,2018:01:06 10:58:09,2.9
2054,2018:01:06 11:04:21,3.0
2055,2018:01:06 11:12:37,3.1
2056,2018:01:06 11:18:49,3.2
2057,2018:01:06 11:24:59,3.3
2058,2018:01:06 11:31:11,3.4
2059,2018:01:06 11:35:19,3.2
2060,2018:01:06 11:37:23,3.3
2061,2018:01:06 11:45:39,3.4
2062,2018:01:06 11:58:01,3.5
2063,2018:01:06 12:06:17,3.6
2064,2018:01:06 12:14:32,3.7
2065,2018:01:06 12:22:47,3.8
2066,2018:01:06 12:31:02,3.9
2067,2018:01:06 12:35:10,4.0
2068,2018:01:06 12:37:14,4.0
2069,2018:01:06 12:41:22,4.1
2070,2018:01:06 12:51:38,4.2
2071,2018:01:06 13:01:57,4.3
2072,2018:01:06 13:12:15,4.4
2073,2018:01:06 13:22:34,4.5
2074,2018:01:06 13:32:54,4.6
2075,2018:01:06 13:37:02,4.8
2076,2018:01:06 13:51:30,4.9
2077,2018:01:06 14:03:52,5.0
2078,2018:01:06 14:14:10,5.0
2079,2018:01:06 14:16:14,5.0
2080,2018:01:06 14:26:34,5.1
2081,2018:01:06 14:34:48,5.0
2082,2018:01:06 14:45:06,5.1
2083,2018:01:06 15:34:36,4.8
2084,2018:01:06 16:34:26,4.9
2085,2018:01:06 16:44:45,5.0
2086,2018:01:06 16:46:49,4.9
2087,2018:01:06 17:05:24,4.8
2088,2018:01:06 17:36:22,5.0
2089,2018:01:06 17:52:52,4.9
2090,2018:01:06 18:13:30,4.8
2091,2018:01:06 18:27:56,4.7
2092,2018:01:06 18:30:00,4.8
2093,2018:01:06 18:32:04,4.7
2094,2018:01:06 18:36:12,5.0
2095,2018:01:06 18:48:35,4.9
2096,2018:01:06 19:05:05,4.8
2097,2018:01:06 19:17:26,4.7
2098,2018:01:06 19:27:44,4.6
2099,2018:01:06 19:35:59,4.3
2100,2018:01:06 19:48:21,4.2
2101,2018:01:06 20:04:51,4.1
2102,2018:01:06 20:15:11,4.0
2103,2018:01:06 20:25:29,3.9
2104,2018:01:06 20:39:57,3.8
2105,2018:01:06 20:52:20,3.7
2106,2018:01:06 21:02:38,3.6
2107,2018:01:06 21:14:58,3.5
2108,2018:01:06 21:27:21,3.4
2109,2018:01:06 21:37:40,3.5
2110,2018:01:06 21:50:04,3.4
2111,2018:01:06 22:02:28,3.3
2112,2018:01:06 22:10:43,3.2
2113,2018:01:06 22:18:58,3.1
2114,2018:01:06 22:27:13,3.0
2115,2018:01:06 22:35:27,3.1
2116,2018:01:06 22:43:43,3.0
2117,2018:01:06 22:54:03,2.9
2118,2018:01:06 23:06:27,2.8
2119,2018:01:06 23:17:18,2.7
2120,2018:01:06 23:29:42,2.6
2121,2018:01:06 23:35:53,2.9
2122,2018:01:06 23:44:09,2.8
2123,2018:01:07 00:02:45,2.7
2124,2018:01:07 00:17:12,2.6
2125,2018:01:07 00:19:16,2.9
2126,2018:01:07 00:37:50,2.9
2127,2018:01:07 00:35:46,3.0
2128,2018:01:07 01:31:29,2.8
2129,2018:01:07 02:35:28,2.6
2130,2018:01:07 03:02:19,2.7
2131,2018:01:07 03:20:54,2.8
2132,2018:01:07 03:35:19,2.6
2133,2018:01:07 03:41:30,2.7
2134,2018:01:07 04:02:08,2.8
2135,2018:01:07 04:18:39,2.9
2136,2018:01:07 04:33:06,3.0
2137,2018:01:07 04:37:13,2.6
2138,2018:01:07 04:47:33,2.7
2139,2018:01:07 05:01:59,2.8
2140,2018:01:07 05:14:20,2.9
2141,2018:01:07 05:28:48,3.0
